competition,eff_acceleration_variance,eff_com_stability_index,eff_lateral_movement_ratio,eff_movement_smoothness,eff_path_straightness,eff_vertical_progress_rate,freq_foot_frequency_hz,freq_foot_movement_amplitude,freq_hand_frequency_hz,freq_hand_movement_amplitude,freq_limb_sync_ratio,freq_movement_regularity,post_avg_body_lean,post_avg_elbow_angle,post_avg_knee_angle,post_avg_reach_ratio,post_body_lean_std,post_elbow_angle_std,post_hip_width_ratio,post_knee_angle_std,post_max_reach_ratio
Chamonix_2024,0.07443267019025421,0.00021883357479819478,1.4524604130688563,0.05423162333677884,0.19479170803002674,0.00041175749245970356,0.7540898091444115,0.06294110646899495,0.8953577436064903,0.07451811388375155,0.582960490745982,0.4038838331170425,3.0767064023204225,114.9018140028496,131.42307203695216,0.5792265414662598,14.619610880800165,57.54746302921463,0.6011432963628206,54.88255641626417,1.3997419475831483
Innsbruck_2024,0.0652109304884592,0.0002488227975461685,0.8512157880155455,0.05494595434318004,0.2903273603018321,0.0009948491179844047,0.8336020097987065,0.05925123747651118,1.020468679256501,0.07794690244883272,0.6205516144590435,0.40276440291629245,2.114732095004992,127.82406410710236,130.06571865890484,0.7022987191250017,15.927213155913565,51.4675048434183,0.5711398665203729,54.226427185278084,3.595792644143702
Seoul_2024,0.05895442661224856,0.00024390517914185057,1.4262356814740114,0.053984852794060734,0.17991891749238412,-0.00011419439363238497,0.7832043838977364,0.06398254729919756,0.8648448946329768,0.07264264200947335,0.61900459250439,0.4252620512004287,1.5535350077461716,121.24004105457463,124.25308283623339,0.5784477426968183,12.301893469704366,54.94308823687116,0.6122032741721373,57.82364068445043,1.3115586118813887
Villars_2024,0.06057057969368406,0.00020129856130961563,0.8516896629987799,0.0541664647186404,0.2260214384416525,0.0006432666559906627,0.7983768130605169,0.06668956011439073,0.8351687889351601,0.08591330262996012,0.5930850514849934,0.42997753716487447,0.054428810198189695,115.02210273382507,127.68486388785227,0.5638688956145631,14.115159641708418,56.25831768704171,0.6014672083542942,57.57338866071626,1.7196729034525782
Zilina_2025,0.057181634576712645,0.00011647730495038129,0.8698274264195448,0.05257286877931805,0.21746527593419554,-0.000655032298602579,0.8043648777844087,0.09167243195776187,0.8963021217612651,0.10698916912494279,0.5638105599934594,0.3996859481951516,5.226235439173402,118.72502051465719,121.99298208581115,0.6554156439133257,31.22406446566907,51.82823898504933,0.5798773314821408,50.48653096031681,1.9072054184998464
