race_name,competition,lane,is_calibrated,units,avg_vertical_velocity,max_vertical_velocity,avg_acceleration,max_acceleration,path_length,straight_distance,path_efficiency,smoothness_score
Speed_finals_Chamonix_2024_race024,samples,left,False,pixels,4.647056476846784,264.19287221431955,778.9422605254216,2283.5575951547225,836.6421886001673,35.274926904360925,0.0421625007500295,11213.121508549331
Speed_finals_Innsbruck_2024_race031,samples,left,False,pixels,8.249563860893232,357.250432884693,634.3989213077015,2847.4213488944347,907.0334459363144,76.44178967769138,0.0842767044811472,9434.868260358164
Speed_finals_Innsbruck_2024_race031,samples,right,False,pixels,5.323273110842425,356.8357795715329,647.6123673786403,3280.1601933027487,884.3612777135409,191.1152920750752,0.2161054502173495,9940.36432490157
Speed_finals_Seoul_2024_race013,samples,right,False,pixels,-2.702748864653579,494.3303418088015,923.773529254461,19901.852458489724,1536.9929229261716,93.28768408297913,0.0606949340439221,15524.567812727648
