video,status,left_dist,left_vel,right_dist,right_vel,processing_time,error
Speed_finals_Chamonix_2024_race001.mp4,success,109.43055284804265,30.970911183408298,142.47947618604874,40.32438005265531,18.98,
Speed_finals_Chamonix_2024_race002.mp4,success,0.0,0.0,0.0,0.0,0.56,
Speed_finals_Chamonix_2024_race003.mp4,success,14.855108183639608,1.5527987648403772,24.893283633243342,2.602085397203137,48.49,
Speed_finals_Chamonix_2024_race004.mp4,success,13.180122635050726,4.393374211683575,8.247671905643053,2.749223968547684,15.98,
Speed_finals_Chamonix_2024_race005.mp4,success,47.981591631459125,21.809814377935965,143.44604838783184,65.20274926719628,11.33,
Speed_finals_Chamonix_2024_race006.mp4,success,8.050000000011496,8.050000000011496,3.8806048125358146,3.8806048125358146,5.4,
Speed_finals_Chamonix_2024_race007.mp4,success,12.11309711927804,2.202381294414189,12.123412394621319,2.204256799022058,24.44,
Speed_finals_Chamonix_2024_race008.mp4,success,12.078863502677581,1.3521115861206248,12.103754130313842,1.3548978504082658,35.1,
Speed_finals_Chamonix_2024_race009.mp4,success,4.104089163257534,2.736059442171689,3.251141911800131,2.167427941200087,6.61,
Speed_finals_Chamonix_2024_race010.mp4,success,773.8578408163893,1055.260692022349,1954.63178240259,2665.4069760035322,3.4,
Speed_finals_Chamonix_2024_race011.mp4,success,80.47195931593585,32.18878372637434,13.589954188247836,5.435981675299134,10.46,
Speed_finals_Chamonix_2024_race012.mp4,success,26.22939667210968,15.13234423390943,45.020467209840184,25.97334646721549,7.58,
Speed_finals_Chamonix_2024_race013.mp4,success,7.467452395646962,1.0770364032183117,7.507468257758249,1.082807921792055,28.74,
Speed_finals_Chamonix_2024_race014.mp4,success,15.033562093414895,2.178777114987666,31.849688688361105,4.615896911356682,27.26,
Speed_finals_Chamonix_2024_race015.mp4,success,10.281159011521764,2.9374740032919324,9.710744520810728,2.774498434517351,14.21,
Speed_finals_Chamonix_2024_race016.mp4,success,0.0,0.0,0.0,0.0,0.44,
Speed_finals_Chamonix_2024_race017.mp4,success,11.287908111857696,1.4168922316139367,11.288705670840903,1.416992343620197,29.97,
Speed_finals_Chamonix_2024_race018.mp4,success,14.243240639323165,1.4387111756892086,12.81986392424972,1.294935749924214,41.6,
Speed_finals_Chamonix_2024_race019.mp4,success,25.08496857424284,2.459310644533612,26.09108615480639,2.5579496230202348,39.3,
Speed_finals_Chamonix_2024_race020.mp4,success,8.433555324515678,0.8754555700189286,8.445785481196953,0.8767251364564311,41.07,
Speed_finals_Chamonix_2024_race021.mp4,success,20.816176352439953,2.411140118043238,20.987109723571344,2.430939350220619,31.12,
Speed_finals_Chamonix_2024_race022.mp4,success,0.0,0.0,0.0,0.0,0.4,
Speed_finals_Chamonix_2024_race023.mp4,success,12.978919008318712,1.4367807020279018,12.970974577788258,1.435901244773608,25.45,
Speed_finals_Chamonix_2024_race024.mp4,success,11.341338402645869,1.5395481994541904,9.804176189617193,1.3308836456493929,17.5,
Speed_finals_Chamonix_2024_race025.mp4,success,12.642004935757955,2.495132553110123,12.500707639407528,2.4672449288304334,12.87,
Speed_finals_Chamonix_2024_race026.mp4,success,8.85391956558485,1.9675376812410776,8.84926670461674,1.9665037121370534,12.01,
Speed_finals_Chamonix_2024_race027.mp4,success,13.714807173438217,1.7072374074819359,13.794426941084389,1.7171485818777248,20.08,
Speed_finals_Chamonix_2024_race028.mp4,success,449.8645440394953,254.64030794688412,1093.8923225844505,619.1843335383683,4.65,
Speed_finals_Chamonix_2024_race029.mp4,success,17.34290465570691,9.127844555635216,17.73367042062814,9.333510747699021,5.48,
Speed_finals_Chamonix_2024_race030.mp4,success,7.387927040315623,1.8469817600789058,0.8694202175651826,0.21735505439129565,10.5,
Speed_finals_Chamonix_2024_race031.mp4,success,12.853372754109913,3.213343188527478,7.35887015164457,1.8397175379111426,10.0,
Speed_finals_Chamonix_2024_race032.mp4,success,32.10609552773441,3.5939659172837026,32.42779532277588,3.629977088370434,20.71,
